time_point	celltype	feature.4	n_cells
D-1	ESC	102_MNX1	164
D-1	ESC	103_MNX1	218
D-1	ESC	107_TET1/2/3	195
D-1	ESC	108_MNX1	152
D-1	ESC	109_TET1/2/3	54
D-1	ESC	110_WT	183
D-1	ESC	111_WT	312
D-1	ESC	112_PDX1	161
D-1	ESC	114_PDX1het	320
D-1	ESC	115_PDX1	334
D-1	ESC	117_QSER1TET1	107
D-1	ESC	118_QSER1TET1	156
D-1	ESC	119_QSER1	121
D-1	ESC	120_QSER1	127
D-1	ESC	121_PROSER1	173
D-1	ESC	122_TET1	165
D-1	ESC	123_NANOGehet	97
D-1	ESC	124_NANOGehet	137
D-1	ESC	125_HHEXe	207
D-1	ESC	127_HHEXe	182
D-1	ESC	12_PAX6	160
D-1	ESC	12_PAX6-alt1	41
D-1	ESC	137_WT111	10
D-1	ESC	152_HNF4Ahet	120
D-1	ESC	153_HNF4A	141
D-1	ESC	15_NKX2-2	205
D-1	ESC	17_ARX	201
D-1	ESC	24_GATA6het	262
D-1	ESC	27_GATA4	141
D-1	ESC	30_FOXA2	198
D-1	ESC	31_FOXA2	174
D-1	ESC	33_FOXA1	220
D-1	ESC	37_RFX6	278
D-1	ESC	38_GLIS3	203
D-1	ESC	39_GLIS3	305
D-1	ESC	42_HHEX	149
D-1	ESC	43_HHEX	154
D-1	ESC	44_HHEX	118
D-1	ESC	45_HHEX	127
D-1	ESC	46_HHEXhet	130
D-1	ESC	47_WT	166
D-1	ESC	51_FOXA1	165
D-1	ESC	56_FOXA1	104
D-1	ESC	57_OTUD5	266
D-1	ESC	58_OTUD5	185
D-1	ESC	59_TADA2B	209
D-1	ESC	5_PDX1	241
D-1	ESC	63_BCOR	123
D-1	ESC	64_KDM2B	86
D-1	ESC	65_OTUD5	194
D-1	ESC	66_OTUD5	223
D-1	ESC	67_FOXA2	175
D-1	ESC	68_FOXA2	161
D-1	ESC	69_NGN3	107
D-1	ESC	70_NGN3	34
D-1	ESC	70_NGN3-alt1	83
D-1	ESC	71_GSC	245
D-1	ESC	72_GSC	131
D-1	ESC	73_BMPR1A	107
D-1	ESC	74_BMPR1A	128
D-1	ESC	75_TLE3	117
D-1	ESC	76_TLE3	110
D-1	ESC	77_ONECUT1e	257
D-1	ESC	78_ONECUT1e	213
D-1	ESC	79_ONECUT1e	184
D-1	ESC	80_GATA6het	134
D-1	ESC	81_GATA6het	144
D-1	ESC	82_GATA6	172
D-1	ESC	83_GATA6	139
D-1	ESC	84_GATA4het	169
D-1	ESC	85_GATA4het	170
D-1	ESC	86_GATA4	163
D-1	ESC	87_GATA4	165
D-1	ESC	88_NKX2-2	205
D-1	ESC	92_NEUROD1	135
D-1	ESC	93_NEUROD1	172
D-1	ESC	94_PAX6	147
D-1	ESC	95_NKX2-2	199
D-1	ESC	96_PBX1	115
D-1	ESC	97_PBX1	138
D-1	ESC	98_RFX6	169
D-1	ESC	99_RFX6	161
D-1	ESC_DE	137_WT111	1511
D-1	ESC_DE	147_WT4	584
D-1	DE	115_PDX1	1
D-1	DE	123_NANOGehet	1
D-1	DE	137_WT111	2
D-1	DE	152_HNF4Ahet	1
D-1	DE	24_GATA6het	1
D-1	DE	57_OTUD5	2
D-1	DE	58_OTUD5	2
D-1	DE	66_OTUD5	1
D-1	DE	79_ONECUT1e	1
D-1	DE	84_GATA4het	2
D-1	DE	86_GATA4	1
D-1	DE	87_GATA4	1
D-1	DE	99_RFX6	1
D-1	PFG	137_WT111	1
D-1	PP	137_WT111	4
D-1	EnP	137_WT111	5
D-1	EnP	147_WT4	1
D-1	SC-EC	137_WT111	6
D-1	SC-alpha	137_WT111	7
D-1	Ductal	137_WT111	3
D-1	Mesenchymal_Stromal	107_TET1/2/3	6
D-1	Mesenchymal_Stromal	108_MNX1	1
D-1	Mesenchymal_Stromal	109_TET1/2/3	1
D-1	Mesenchymal_Stromal	110_WT	1
D-1	Mesenchymal_Stromal	15_NKX2-2	1
D-1	Mesenchymal_Stromal	24_GATA6het	1
D-1	Mesenchymal_Stromal	27_GATA4	1
D-1	Mesenchymal_Stromal	45_HHEX	1
D-1	Mesenchymal_Stromal	59_TADA2B	3
D-1	Mesenchymal_Stromal	5_PDX1	1
D-1	Mesenchymal_Stromal	67_FOXA2	1
D-1	Mesenchymal_Stromal	84_GATA4het	1
D-1	Mesenchymal_Stromal	87_GATA4	1
D-1	Mesenchymal_Stromal	99_RFX6	1
D-1	Stromal	147_WT4	1
D-1	Liver	137_WT111	1
D3	ESC	102_MNX1	10
D3	ESC	103_MNX1	25
D3	ESC	107_TET1/2/3	2
D3	ESC	108_MNX1	52
D3	ESC	110_WT	27
D3	ESC	111_WT	2
D3	ESC	112_PDX1	8
D3	ESC	114_PDX1het	2
D3	ESC	115_PDX1	9
D3	ESC	117_QSER1TET1	7
D3	ESC	118_QSER1TET1	26
D3	ESC	119_QSER1	9
D3	ESC	120_QSER1	18
D3	ESC	121_PROSER1	24
D3	ESC	122_TET1	16
D3	ESC	123_NANOGehet	4
D3	ESC	124_NANOGehet	4
D3	ESC	125_HHEXe	13
D3	ESC	127_HHEXe	10
D3	ESC	12_PAX6	7
D3	ESC	12_PAX6-alt1	2
D3	ESC	146_WT4	1
D3	ESC	152_HNF4Ahet	13
D3	ESC	153_HNF4A	8
D3	ESC	15_NKX2-2	14
D3	ESC	17_ARX	31
D3	ESC	24_GATA6het	67
D3	ESC	27_GATA4	2
D3	ESC	30_FOXA2	54
D3	ESC	31_FOXA2	48
D3	ESC	33_FOXA1	30
D3	ESC	37_RFX6	8
D3	ESC	38_GLIS3	2
D3	ESC	39_GLIS3	5
D3	ESC	42_HHEX	3
D3	ESC	43_HHEX	10
D3	ESC	44_HHEX	7
D3	ESC	45_HHEX	11
D3	ESC	46_HHEXhet	4
D3	ESC	47_WT	19
D3	ESC	51_FOXA1	30
D3	ESC	56_FOXA1	8
D3	ESC	57_OTUD5	8
D3	ESC	58_OTUD5	7
D3	ESC	59_TADA2B	11
D3	ESC	5_PDX1	4
D3	ESC	63_BCOR	9
D3	ESC	64_KDM2B	6
D3	ESC	65_OTUD5	17
D3	ESC	66_OTUD5	5
D3	ESC	67_FOXA2	6
D3	ESC	68_FOXA2	10
D3	ESC	69_NGN3	7
D3	ESC	70_NGN3	1
D3	ESC	70_NGN3-alt1	7
D3	ESC	71_GSC	26
D3	ESC	72_GSC	16
D3	ESC	73_BMPR1A	11
D3	ESC	74_BMPR1A	16
D3	ESC	75_TLE3	12
D3	ESC	76_TLE3	10
D3	ESC	77_ONECUT1e	15
D3	ESC	78_ONECUT1e	9
D3	ESC	79_ONECUT1e	19
D3	ESC	80_GATA6het	19
D3	ESC	81_GATA6het	18
D3	ESC	82_GATA6	39
D3	ESC	83_GATA6	28
D3	ESC	84_GATA4het	15
D3	ESC	85_GATA4het	15
D3	ESC	86_GATA4	13
D3	ESC	87_GATA4	26
D3	ESC	88_NKX2-2	14
D3	ESC	92_NEUROD1	8
D3	ESC	93_NEUROD1	13
D3	ESC	94_PAX6	14
D3	ESC	95_NKX2-2	19
D3	ESC	96_PBX1	1
D3	ESC	97_PBX1	2
D3	ESC	98_RFX6	17
D3	ESC	99_RFX6	7
D3	ESC_DE	102_MNX1	33
D3	ESC_DE	103_MNX1	70
D3	ESC_DE	107_TET1/2/3	3
D3	ESC_DE	108_MNX1	77
D3	ESC_DE	110_WT	59
D3	ESC_DE	111_WT	2
D3	ESC_DE	112_PDX1	27
D3	ESC_DE	115_PDX1	6
D3	ESC_DE	117_QSER1TET1	17
D3	ESC_DE	118_QSER1TET1	32
D3	ESC_DE	119_QSER1	21
D3	ESC_DE	120_QSER1	33
D3	ESC_DE	121_PROSER1	47
D3	ESC_DE	122_TET1	40
D3	ESC_DE	123_NANOGehet	2
D3	ESC_DE	124_NANOGehet	2
D3	ESC_DE	125_HHEXe	35
D3	ESC_DE	127_HHEXe	33
D3	ESC_DE	128_WT111	1
D3	ESC_DE	12_PAX6	3
D3	ESC_DE	152_HNF4Ahet	24
D3	ESC_DE	153_HNF4A	25
D3	ESC_DE	15_NKX2-2	17
D3	ESC_DE	17_ARX	54
D3	ESC_DE	24_GATA6het	44
D3	ESC_DE	27_GATA4	1
D3	ESC_DE	30_FOXA2	58
D3	ESC_DE	31_FOXA2	48
D3	ESC_DE	33_FOXA1	92
D3	ESC_DE	37_RFX6	6
D3	ESC_DE	38_GLIS3	1
D3	ESC_DE	39_GLIS3	5
D3	ESC_DE	43_HHEX	6
D3	ESC_DE	44_HHEX	26
D3	ESC_DE	45_HHEX	26
D3	ESC_DE	46_HHEXhet	32
D3	ESC_DE	47_WT	82
D3	ESC_DE	51_FOXA1	90
D3	ESC_DE	56_FOXA1	26
D3	ESC_DE	57_OTUD5	1
D3	ESC_DE	59_TADA2B	3
D3	ESC_DE	5_PDX1	3
D3	ESC_DE	63_BCOR	8
D3	ESC_DE	64_KDM2B	4
D3	ESC_DE	65_OTUD5	48
D3	ESC_DE	66_OTUD5	8
D3	ESC_DE	67_FOXA2	22
D3	ESC_DE	68_FOXA2	18
D3	ESC_DE	69_NGN3	12
D3	ESC_DE	70_NGN3	11
D3	ESC_DE	70_NGN3-alt1	21
D3	ESC_DE	71_GSC	221
D3	ESC_DE	72_GSC	82
D3	ESC_DE	73_BMPR1A	13
D3	ESC_DE	74_BMPR1A	17
D3	ESC_DE	75_TLE3	47
D3	ESC_DE	76_TLE3	27
D3	ESC_DE	77_ONECUT1e	14
D3	ESC_DE	78_ONECUT1e	9
D3	ESC_DE	79_ONECUT1e	30
D3	ESC_DE	80_GATA6het	36
D3	ESC_DE	81_GATA6het	44
D3	ESC_DE	82_GATA6	103
D3	ESC_DE	83_GATA6	49
D3	ESC_DE	84_GATA4het	26
D3	ESC_DE	85_GATA4het	45
D3	ESC_DE	86_GATA4	28
D3	ESC_DE	87_GATA4	39
D3	ESC_DE	88_NKX2-2	31
D3	ESC_DE	92_NEUROD1	26
D3	ESC_DE	93_NEUROD1	30
D3	ESC_DE	94_PAX6	31
D3	ESC_DE	95_NKX2-2	43
D3	ESC_DE	97_PBX1	1
D3	ESC_DE	98_RFX6	36
D3	ESC_DE	99_RFX6	34
D3	DE	102_MNX1	136
D3	DE	103_MNX1	445
D3	DE	107_TET1/2/3	94
D3	DE	108_MNX1	317
D3	DE	109_TET1/2/3	18
D3	DE	110_WT	349
D3	DE	111_WT	153
D3	DE	112_PDX1	143
D3	DE	114_PDX1het	27
D3	DE	115_PDX1	342
D3	DE	117_QSER1TET1	145
D3	DE	118_QSER1TET1	251
D3	DE	119_QSER1	118
D3	DE	120_QSER1	178
D3	DE	121_PROSER1	413
D3	DE	122_TET1	329
D3	DE	123_NANOGehet	94
D3	DE	124_NANOGehet	99
D3	DE	125_HHEXe	201
D3	DE	127_HHEXe	151
D3	DE	128_WT111	404
D3	DE	12_PAX6	150
D3	DE	12_PAX6-alt1	60
D3	DE	146_WT4	1453
D3	DE	152_HNF4Ahet	104
D3	DE	153_HNF4A	161
D3	DE	15_NKX2-2	358
D3	DE	17_ARX	421
D3	DE	24_GATA6het	257
D3	DE	27_GATA4	22
D3	DE	30_FOXA2	246
D3	DE	31_FOXA2	339
D3	DE	33_FOXA1	455
D3	DE	37_RFX6	211
D3	DE	38_GLIS3	44
D3	DE	39_GLIS3	93
D3	DE	42_HHEX	9
D3	DE	43_HHEX	38
D3	DE	44_HHEX	67
D3	DE	45_HHEX	95
D3	DE	46_HHEXhet	103
D3	DE	47_WT	290
D3	DE	51_FOXA1	455
D3	DE	56_FOXA1	102
D3	DE	57_OTUD5	38
D3	DE	58_OTUD5	36
D3	DE	59_TADA2B	115
D3	DE	5_PDX1	79
D3	DE	63_BCOR	140
D3	DE	64_KDM2B	47
D3	DE	65_OTUD5	286
D3	DE	66_OTUD5	269
D3	DE	67_FOXA2	54
D3	DE	68_FOXA2	61
D3	DE	69_NGN3	92
D3	DE	70_NGN3	43
D3	DE	70_NGN3-alt1	93
D3	DE	71_GSC	150
D3	DE	72_GSC	66
D3	DE	73_BMPR1A	99
D3	DE	74_BMPR1A	108
D3	DE	75_TLE3	132
D3	DE	76_TLE3	128
D3	DE	77_ONECUT1e	70
D3	DE	78_ONECUT1e	54
D3	DE	79_ONECUT1e	157
D3	DE	80_GATA6het	97
D3	DE	81_GATA6het	136
D3	DE	82_GATA6	157
D3	DE	83_GATA6	108
D3	DE	84_GATA4het	157
D3	DE	85_GATA4het	218
D3	DE	86_GATA4	162
D3	DE	87_GATA4	202
D3	DE	88_NKX2-2	213
D3	DE	92_NEUROD1	188
D3	DE	93_NEUROD1	211
D3	DE	94_PAX6	140
D3	DE	95_NKX2-2	212
D3	DE	96_PBX1	35
D3	DE	97_PBX1	39
D3	DE	98_RFX6	201
D3	DE	99_RFX6	231
D3	PFG	103_MNX1	1
D3	PFG	115_PDX1	1
D3	PFG	24_GATA6het	1
D3	PFG	65_OTUD5	1
D3	PFG	93_NEUROD1	1
D3	EnP	117_QSER1TET1	1
D3	EnP	146_WT4	4
D3	SC-alpha	128_WT111	1
D3	SC-alpha	146_WT4	1
D3	SC-beta	146_WT4	2
D3	SC-delta	146_WT4	1
D3	Ductal	146_WT4	1
D3	Mesenchymal_Stromal	107_TET1/2/3	2
D3	Mesenchymal_Stromal	110_WT	3
D3	Mesenchymal_Stromal	121_PROSER1	1
D3	Mesenchymal_Stromal	12_PAX6	1
D3	Mesenchymal_Stromal	146_WT4	2
D3	Mesenchymal_Stromal	152_HNF4Ahet	1
D3	Mesenchymal_Stromal	15_NKX2-2	3
D3	Mesenchymal_Stromal	33_FOXA1	1
D3	Mesenchymal_Stromal	42_HHEX	1
D3	Mesenchymal_Stromal	45_HHEX	1
D3	Mesenchymal_Stromal	47_WT	1
D3	Mesenchymal_Stromal	51_FOXA1	2
D3	Mesenchymal_Stromal	59_TADA2B	2
D3	Mesenchymal_Stromal	5_PDX1	1
D3	Mesenchymal_Stromal	65_OTUD5	1
D3	Mesenchymal_Stromal	69_NGN3	1
D3	Mesenchymal_Stromal	71_GSC	2
D3	Mesenchymal_Stromal	74_BMPR1A	1
D3	Mesenchymal_Stromal	75_TLE3	1
D3	Mesenchymal_Stromal	77_ONECUT1e	1
D3	Mesenchymal_Stromal	82_GATA6	1
D3	Mesenchymal_Stromal	88_NKX2-2	2
D3	Mesenchymal_Stromal	92_NEUROD1	1
D3	Mesenchymal_Stromal	93_NEUROD1	1
D3	Mesenchymal_Stromal	94_PAX6	1
D3	Mesenchymal_Stromal	98_RFX6	2
D3	Mesenchymal_Stromal	99_RFX6	1
D3	Stromal	117_QSER1TET1	1
D3	Stromal	146_WT4	2
D3	Stromal	47_WT	2
D7	ESC	103_MNX1	4
D7	ESC	107_TET1/2/3	4
D7	ESC	108_MNX1	18
D7	ESC	110_WT	2
D7	ESC	112_PDX1	3
D7	ESC	114_PDX1het	2
D7	ESC	115_PDX1	3
D7	ESC	118_QSER1TET1	1
D7	ESC	119_QSER1	1
D7	ESC	121_PROSER1	1
D7	ESC	122_TET1	2
D7	ESC	123_NANOGehet	1
D7	ESC	127_HHEXe	1
D7	ESC	12_PAX6	4
D7	ESC	12_PAX6-alt1	3
D7	ESC	148_WT4	3
D7	ESC	153_HNF4A	2
D7	ESC	15_NKX2-2	14
D7	ESC	17_ARX	18
D7	ESC	24_GATA6het	1
D7	ESC	27_GATA4	1
D7	ESC	30_FOXA2	5
D7	ESC	31_FOXA2	10
D7	ESC	33_FOXA1	6
D7	ESC	37_RFX6	8
D7	ESC	39_GLIS3	1
D7	ESC	43_HHEX	3
D7	ESC	45_HHEX	2
D7	ESC	47_WT	3
D7	ESC	51_FOXA1	4
D7	ESC	56_FOXA1	4
D7	ESC	58_OTUD5	1
D7	ESC	59_TADA2B	11
D7	ESC	5_PDX1	4
D7	ESC	63_BCOR	2
D7	ESC	64_KDM2B	1
D7	ESC	65_OTUD5	2
D7	ESC	66_OTUD5	2
D7	ESC	69_NGN3	2
D7	ESC	70_NGN3-alt1	3
D7	ESC	71_GSC	2
D7	ESC	73_BMPR1A	3
D7	ESC	74_BMPR1A	1
D7	ESC	75_TLE3	2
D7	ESC	76_TLE3	1
D7	ESC	78_ONECUT1e	3
D7	ESC	81_GATA6het	2
D7	ESC	82_GATA6	2
D7	ESC	83_GATA6	4
D7	ESC	85_GATA4het	1
D7	ESC	86_GATA4	1
D7	ESC	88_NKX2-2	1
D7	ESC	92_NEUROD1	4
D7	ESC	93_NEUROD1	2
D7	ESC	94_PAX6	2
D7	ESC	95_NKX2-2	2
D7	ESC	96_PBX1	2
D7	ESC	97_PBX1	2
D7	ESC	98_RFX6	6
D7	ESC	99_RFX6	3
D7	ESC_DE	108_MNX1	1
D7	ESC_DE	115_PDX1	2
D7	ESC_DE	134_WT111	1
D7	ESC_DE	69_NGN3	1
D7	ESC_DE	73_BMPR1A	6
D7	ESC_DE	79_ONECUT1e	1
D7	ESC_DE	92_NEUROD1	1
D7	DE	102_MNX1	1
D7	DE	103_MNX1	7
D7	DE	107_TET1/2/3	4
D7	DE	108_MNX1	52
D7	DE	109_TET1/2/3	1
D7	DE	110_WT	7
D7	DE	111_WT	8
D7	DE	112_PDX1	2
D7	DE	115_PDX1	20
D7	DE	118_QSER1TET1	3
D7	DE	119_QSER1	1
D7	DE	120_QSER1	3
D7	DE	121_PROSER1	1
D7	DE	122_TET1	3
D7	DE	123_NANOGehet	2
D7	DE	124_NANOGehet	1
D7	DE	125_HHEXe	2
D7	DE	127_HHEXe	1
D7	DE	12_PAX6	18
D7	DE	12_PAX6-alt1	8
D7	DE	134_WT111	1
D7	DE	148_WT4	5
D7	DE	152_HNF4Ahet	5
D7	DE	153_HNF4A	1
D7	DE	15_NKX2-2	36
D7	DE	17_ARX	47
D7	DE	24_GATA6het	7
D7	DE	30_FOXA2	16
D7	DE	31_FOXA2	19
D7	DE	33_FOXA1	10
D7	DE	37_RFX6	35
D7	DE	38_GLIS3	1
D7	DE	39_GLIS3	2
D7	DE	43_HHEX	7
D7	DE	45_HHEX	4
D7	DE	46_HHEXhet	1
D7	DE	47_WT	6
D7	DE	51_FOXA1	10
D7	DE	56_FOXA1	2
D7	DE	57_OTUD5	3
D7	DE	58_OTUD5	1
D7	DE	59_TADA2B	35
D7	DE	5_PDX1	9
D7	DE	63_BCOR	8
D7	DE	64_KDM2B	1
D7	DE	65_OTUD5	4
D7	DE	66_OTUD5	5
D7	DE	67_FOXA2	1
D7	DE	68_FOXA2	2
D7	DE	69_NGN3	1
D7	DE	70_NGN3-alt1	4
D7	DE	71_GSC	2
D7	DE	73_BMPR1A	12
D7	DE	74_BMPR1A	4
D7	DE	75_TLE3	5
D7	DE	76_TLE3	3
D7	DE	77_ONECUT1e	11
D7	DE	78_ONECUT1e	9
D7	DE	79_ONECUT1e	3
D7	DE	80_GATA6het	3
D7	DE	81_GATA6het	3
D7	DE	82_GATA6	2
D7	DE	83_GATA6	1
D7	DE	84_GATA4het	1
D7	DE	85_GATA4het	3
D7	DE	86_GATA4	4
D7	DE	87_GATA4	9
D7	DE	88_NKX2-2	1
D7	DE	92_NEUROD1	5
D7	DE	93_NEUROD1	7
D7	DE	94_PAX6	2
D7	DE	95_NKX2-2	4
D7	DE	96_PBX1	4
D7	DE	97_PBX1	9
D7	DE	98_RFX6	14
D7	DE	99_RFX6	11
D7	PFG	102_MNX1	78
D7	PFG	103_MNX1	229
D7	PFG	107_TET1/2/3	39
D7	PFG	108_MNX1	217
D7	PFG	109_TET1/2/3	6
D7	PFG	110_WT	205
D7	PFG	111_WT	111
D7	PFG	112_PDX1	77
D7	PFG	114_PDX1het	6
D7	PFG	115_PDX1	143
D7	PFG	117_QSER1TET1	11
D7	PFG	118_QSER1TET1	31
D7	PFG	119_QSER1	16
D7	PFG	120_QSER1	51
D7	PFG	121_PROSER1	165
D7	PFG	122_TET1	151
D7	PFG	123_NANOGehet	40
D7	PFG	124_NANOGehet	24
D7	PFG	125_HHEXe	24
D7	PFG	127_HHEXe	15
D7	PFG	12_PAX6	103
D7	PFG	12_PAX6-alt1	38
D7	PFG	134_WT111	1006
D7	PFG	148_WT4	987
D7	PFG	152_HNF4Ahet	53
D7	PFG	153_HNF4A	72
D7	PFG	15_NKX2-2	330
D7	PFG	17_ARX	209
D7	PFG	24_GATA6het	21
D7	PFG	30_FOXA2	96
D7	PFG	31_FOXA2	89
D7	PFG	33_FOXA1	272
D7	PFG	37_RFX6	118
D7	PFG	38_GLIS3	11
D7	PFG	39_GLIS3	28
D7	PFG	42_HHEX	1
D7	PFG	43_HHEX	6
D7	PFG	44_HHEX	1
D7	PFG	45_HHEX	2
D7	PFG	46_HHEXhet	3
D7	PFG	47_WT	189
D7	PFG	51_FOXA1	237
D7	PFG	56_FOXA1	70
D7	PFG	57_OTUD5	6
D7	PFG	58_OTUD5	5
D7	PFG	59_TADA2B	41
D7	PFG	5_PDX1	29
D7	PFG	63_BCOR	61
D7	PFG	64_KDM2B	3
D7	PFG	65_OTUD5	149
D7	PFG	66_OTUD5	101
D7	PFG	67_FOXA2	4
D7	PFG	68_FOXA2	3
D7	PFG	69_NGN3	42
D7	PFG	70_NGN3	29
D7	PFG	70_NGN3-alt1	50
D7	PFG	71_GSC	31
D7	PFG	72_GSC	8
D7	PFG	73_BMPR1A	6
D7	PFG	74_BMPR1A	10
D7	PFG	75_TLE3	114
D7	PFG	76_TLE3	95
D7	PFG	77_ONECUT1e	38
D7	PFG	78_ONECUT1e	22
D7	PFG	79_ONECUT1e	121
D7	PFG	80_GATA6het	22
D7	PFG	81_GATA6het	40
D7	PFG	82_GATA6	10
